Timestamp,Global Count
2025-12-20 02:29:36,0
2025-12-20 02:29:39,0
2025-12-20 02:29:42,0
2025-12-20 02:29:46,0
2025-12-20 02:29:49,0
2025-12-20 02:29:52,0
2025-12-20 02:29:55,1
2025-12-20 02:29:58,1
2025-12-20 02:30:01,0
2025-12-20 02:30:04,0
2025-12-20 02:30:07,0
2025-12-20 02:30:10,0
2025-12-20 02:30:13,0
2025-12-20 02:30:16,0
2025-12-20 02:30:19,0
2025-12-20 02:30:22,0
2025-12-20 02:30:25,0
2025-12-20 02:30:28,0
2025-12-20 02:30:31,0
2025-12-20 02:30:34,0
2025-12-20 02:30:37,0
2025-12-20 02:30:40,0
2025-12-20 02:30:43,0
2025-12-20 02:30:46,0
2025-12-20 02:30:49,0
2025-12-20 02:30:52,0
2025-12-20 02:30:56,0
2025-12-20 02:30:59,0
2025-12-20 02:31:02,0
2025-12-20 02:31:05,0
2025-12-20 02:31:08,0
2025-12-20 02:31:11,0
2025-12-20 02:31:14,0
2025-12-20 02:31:17,0
2025-12-20 02:31:20,0
2025-12-20 02:31:23,0
2025-12-20 02:31:26,0
2025-12-20 02:31:29,0
2025-12-20 02:31:32,0
2025-12-20 02:31:35,0
2025-12-20 02:31:38,0
2025-12-20 02:31:41,0
2025-12-20 02:31:44,0
2025-12-20 02:31:47,0
2025-12-20 02:31:50,0
2025-12-20 02:31:53,0
2025-12-20 02:31:57,0
2025-12-20 02:32:00,0
2025-12-20 02:32:03,0
2025-12-20 02:32:06,0
2025-12-20 02:32:09,0
2025-12-20 02:32:12,0
2025-12-20 02:32:15,0
2025-12-20 02:32:18,0
2025-12-20 02:32:21,0
2025-12-20 02:32:24,0
2025-12-20 02:32:27,0
2025-12-20 02:32:30,0
2025-12-20 02:32:33,0
2025-12-20 02:32:36,0
2025-12-20 02:32:39,0
2025-12-20 02:32:42,0
2025-12-20 02:32:45,0
2025-12-20 02:32:48,0
2025-12-20 02:32:52,0
2025-12-20 02:32:55,0
2025-12-20 02:32:58,0
2025-12-20 02:33:01,0
2025-12-20 02:33:04,0
2025-12-20 02:33:07,0
2025-12-20 02:33:10,0
2025-12-20 02:33:13,0
2025-12-20 02:33:16,0
2025-12-20 02:33:19,0
2025-12-20 02:33:22,0
2025-12-20 02:33:25,0
2025-12-20 02:33:28,0
2025-12-20 02:33:31,0
2025-12-20 02:33:34,0
2025-12-20 02:33:37,0
2025-12-20 02:33:40,0
2025-12-20 02:33:43,0
2025-12-20 02:35:18,0
2025-12-20 02:35:21,0
2025-12-20 02:35:24,0
2025-12-20 02:35:27,0
2025-12-20 02:35:30,0
2025-12-20 02:35:33,0
2025-12-20 02:35:36,0
2025-12-20 02:35:39,0
2025-12-20 02:35:42,1
2025-12-20 02:35:46,0
2025-12-20 02:35:49,0
2025-12-20 02:35:52,0
2025-12-20 02:35:55,0
2025-12-20 02:35:58,0
2025-12-20 02:36:01,0
2025-12-20 02:36:04,0
2025-12-20 02:36:07,0
2025-12-20 02:36:10,0
2025-12-20 02:36:13,0
2025-12-20 02:36:16,0
2025-12-20 02:36:19,0
2025-12-20 02:36:22,0
2025-12-20 02:36:25,0
2025-12-20 02:36:28,0
2025-12-20 02:36:31,0
2025-12-20 02:36:34,0
2025-12-20 02:36:37,0
2025-12-20 02:36:41,0
2025-12-20 02:36:44,0
2025-12-20 02:36:47,0
2025-12-20 02:36:50,0
2025-12-20 02:36:53,0
2025-12-20 02:36:56,0
2025-12-20 02:36:59,0
2025-12-20 02:37:02,0
2025-12-20 02:37:05,0
2025-12-20 02:37:08,0
2025-12-20 02:37:11,0
2025-12-20 02:37:15,0
2025-12-20 02:37:18,0
2025-12-20 02:37:21,0
2025-12-20 02:37:24,0
2025-12-20 02:37:27,0
2025-12-20 02:37:30,0
2025-12-20 02:37:33,0
2025-12-20 02:37:36,0
2025-12-20 02:37:39,0
2025-12-20 02:37:42,0
2025-12-20 02:37:46,0
2025-12-20 02:37:49,0
2025-12-20 02:37:52,0
2025-12-20 02:37:55,0
2025-12-20 02:37:58,0
2025-12-20 02:38:01,0
2025-12-20 02:38:04,0
2025-12-20 02:38:07,0
2025-12-20 02:38:10,0
2025-12-20 02:38:13,0
2025-12-20 02:38:16,0
2025-12-20 02:38:19,0
2025-12-20 02:38:23,1
2025-12-20 02:38:26,0
2025-12-20 02:38:29,0
2025-12-20 02:38:32,0
2025-12-20 02:38:35,0
2025-12-20 02:38:38,0
2025-12-20 02:38:41,0
2025-12-20 02:38:44,0
2025-12-20 02:38:47,0
2025-12-20 02:38:50,0
2025-12-20 02:38:53,1
2025-12-20 02:38:57,1
2025-12-20 02:39:00,0
2025-12-20 02:39:03,0
2025-12-20 02:39:06,0
2025-12-20 02:39:09,0
2025-12-20 02:39:12,0
2025-12-20 02:39:15,0
2025-12-20 02:39:18,0
2025-12-20 02:39:21,0
2025-12-20 02:39:24,0
2025-12-20 02:39:27,0
2025-12-20 02:39:30,0
2025-12-20 02:39:33,0
2025-12-20 02:39:37,0
2025-12-20 02:39:40,0
2025-12-20 02:39:43,0
2025-12-20 02:39:46,0
2025-12-20 02:39:49,0
2025-12-20 02:39:52,0
2025-12-20 02:39:55,0
2025-12-20 02:39:59,0
2025-12-20 02:40:02,0
2025-12-20 02:40:05,0
2025-12-20 02:40:08,0
2025-12-20 02:40:11,0
2025-12-20 02:40:14,0
2025-12-20 02:40:17,0
2025-12-20 02:40:20,0
2025-12-20 02:40:23,0
2025-12-20 02:40:27,0
2025-12-20 02:40:30,0
2025-12-20 02:40:33,0
2025-12-20 02:40:36,0
2025-12-20 02:40:39,0
2025-12-20 02:40:42,0
2025-12-20 02:40:45,0
2025-12-20 02:40:48,0
2025-12-20 02:40:51,0
2025-12-20 02:40:54,0
2025-12-20 02:40:58,0
2025-12-20 02:41:01,0
2025-12-20 02:41:04,0
2025-12-20 02:41:07,0
2025-12-20 02:41:10,0
2025-12-20 02:41:13,0
2025-12-20 02:41:16,0
2025-12-20 02:41:19,0
2025-12-20 02:41:23,0
2025-12-20 02:41:26,0
2025-12-20 02:41:29,0
2025-12-20 02:41:32,0
2025-12-20 02:41:35,0
2025-12-20 02:41:38,0
2025-12-20 02:41:41,0
2025-12-20 02:41:44,0
2025-12-20 02:41:47,0
2025-12-20 02:41:50,0
2025-12-20 02:41:54,0
2025-12-20 02:41:57,0
2025-12-20 02:42:00,0
2025-12-20 02:42:03,0
2025-12-20 02:42:06,0
2025-12-20 02:42:09,0
2025-12-20 02:42:12,0
2025-12-20 02:42:15,0
2025-12-20 02:42:18,0
2025-12-20 02:42:21,0
2025-12-20 02:42:24,0
2025-12-20 02:42:28,0
2025-12-20 02:42:31,0
2025-12-20 02:42:34,0
2025-12-20 02:42:37,0
2025-12-20 02:42:40,0
2025-12-20 02:42:43,0
2025-12-20 02:42:46,0
2025-12-20 02:42:49,0
2025-12-20 02:42:53,0
2025-12-20 02:42:56,0
2025-12-20 02:42:59,0
2025-12-20 02:43:02,0
2025-12-20 02:43:05,0
2025-12-20 02:43:08,0
2025-12-20 02:43:11,0
2025-12-24 11:01:22,0,{}
2025-12-24 11:01:59,0,{}
2025-12-24 11:02:02,0,{}
2025-12-24 11:06:41,0,{}
2025-12-24 11:12:11,0,{}
2025-12-24 11:12:14,0,{}
2025-12-24 11:12:17,0,{}
2025-12-24 11:12:21,0,{}
2025-12-24 11:12:24,0,{}
2025-12-24 11:12:27,0,{}
2025-12-24 11:12:30,0,{}
2025-12-24 11:12:33,0,{}
2025-12-24 11:12:36,0,{}
2025-12-24 11:12:39,0,{}
2025-12-24 11:12:42,0,{}
2025-12-24 11:12:45,0,{}
2025-12-24 11:12:48,0,{}
2025-12-24 11:12:51,0,{}
2025-12-24 11:12:54,0,{}
2025-12-24 11:12:57,0,"{""Door 1"": 0, ""Door 2"": 0, ""Door 3"": 0, ""Door 4"": 0, ""Door 5"": 0, ""Door 6"": 0}"
2025-12-24 11:13:00,0,"{""Door 1"": 0, ""Door 2"": 0, ""Door 3"": 0, ""Door 4"": 0, ""Door 5"": 0, ""Door 6"": 0}"
2025-12-24 11:13:04,0,"{""Door 1"": 0, ""Door 2"": 0, ""Door 3"": 0, ""Door 4"": 0, ""Door 5"": 0, ""Door 6"": 0}"
2025-12-24 11:13:07,0,"{""Door 1"": 0, ""Door 2"": 0, ""Door 3"": 0, ""Door 4"": 0, ""Door 5"": 0, ""Door 6"": 0}"
2025-12-24 11:13:10,0,"{""Door 1"": 0, ""Door 2"": 0, ""Door 3"": 0, ""Door 4"": 0, ""Door 5"": 0, ""Door 6"": 0}"
2025-12-24 11:13:13,0,"{""Door 1"": 0, ""Door 2"": 0, ""Door 3"": 0, ""Door 4"": 0, ""Door 5"": 0, ""Door 6"": 0}"
